longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_rooms,population_per_household,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-121.86,37.7,13,9621,1344,4389,1391,6.6827,0.966211359,0.139694418,3.155283968,0,1,0,0,0,313700
-121.89,37.69,4,6159,1510,2649,1241,3.62,1.216760677,0.24516967,2.134568896,1,0,0,0,0,139300
-121.77,37.65,16,4290,554,1952,576,7.3588,0.961805556,0.129137529,3.388888889,0,1,0,0,0,327500
-121.62,37.61,26,1786,306,771,279,5.7239,1.096774194,0.171332587,2.76344086,0,1,0,0,0,430600
-121.61,37.77,32,404,74,144,58,4.2083,1.275862069,0.183168317,2.482758621,0,1,0,0,0,125000
-121.72,37.7,17,1671,352,729,252,6.1023,1.396825397,0.210652304,2.892857143,0,1,0,0,0,450000
-121.73,37.71,12,5608,1049,2595,1067,3.9864,0.983130272,0.187054208,2.432052484,0,1,0,0,0,200200
-121.75,37.71,11,12070,2220,5826,2125,4.8624,1.044705882,0.183927092,2.741647059,0,1,0,0,0,192400
-121.77,37.74,25,494,81,254,85,9.1531,0.952941176,0.163967611,2.988235294,0,1,0,0,0,418800
-121.8,37.7,22,5533,943,2474,910,4.7361,1.036263736,0.170431954,2.718681319,0,1,0,0,0,216800
-121.8,37.69,17,3956,639,2222,662,5.4324,0.965256798,0.161526795,3.356495468,0,1,0,0,0,215500
-121.82,37.69,12,1906,351,802,319,4.9375,1.10031348,0.184155299,2.514106583,0,1,0,0,0,227700
-121.76,37.69,29,3433,711,1919,709,3.3841,1.002820874,0.207107486,2.706629055,0,1,0,0,0,184400
-121.77,37.68,36,1687,372,950,372,3.5532,1,0.220509781,2.553763441,0,1,0,0,0,158400
-121.78,37.69,34,2358,498,1157,461,3.3618,1.080260304,0.211195929,2.509761388,0,1,0,0,0,174600
-121.78,37.69,35,2853,588,1761,572,4.3533,1.027972028,0.206098843,3.078671329,0,1,0,0,0,168400
-121.79,37.69,25,6296,1082,3200,1047,4.5357,1.033428844,0.171855146,3.05635148,0,1,0,0,0,188400
-121.76,37.7,9,3980,736,1705,679,5.7068,1.083946981,0.184924623,2.511045655,0,1,0,0,0,256700
-121.75,37.69,26,2647,536,1422,522,3.7212,1.026819923,0.202493389,2.724137931,0,1,0,0,0,183800
-121.75,37.68,35,1755,299,702,263,5.2443,1.136882129,0.17037037,2.669201521,0,1,0,0,0,183400
-121.76,37.68,35,1864,357,1189,349,4.2361,1.022922636,0.191523605,3.406876791,0,1,0,0,0,177500
-121.76,37.68,32,1078,207,555,197,3.1856,1.050761421,0.192022263,2.817258883,0,1,0,0,0,186900
-121.73,37.68,17,20354,3493,8768,3293,5.4496,1.060734892,0.171612459,2.662617674,0,1,0,0,0,238900
-121.78,37.68,17,3112,872,1392,680,3.0222,1.282352941,0.280205656,2.047058824,0,1,0,0,0,172500
-121.77,37.68,44,495,112,277,109,2.6667,1.027522936,0.226262626,2.541284404,0,1,0,0,0,179200
-121.76,37.68,52,2157,418,929,419,3.7301,0.997613365,0.193787668,2.217183771,0,1,0,0,0,204400
-121.77,37.68,41,1501,299,629,288,4.6806,1.038194444,0.199200533,2.184027778,0,1,0,0,0,209400
-121.77,37.67,20,8068,1217,3489,1259,5.7907,0.966640191,0.150842836,2.771247021,0,1,0,0,0,264200
-121.76,37.67,6,3023,518,1225,468,6.3705,1.106837607,0.171352961,2.617521368,0,1,0,0,0,350000
-121.78,37.67,26,2211,344,1024,321,5.2649,1.07165109,0.155585708,3.190031153,0,1,0,0,0,199800
-121.79,37.67,26,2163,339,947,346,6.0797,0.979768786,0.156726768,2.73699422,0,1,0,0,0,211000
-121.78,37.67,28,1773,278,804,269,4.8571,1.033457249,0.15679639,2.988847584,0,1,0,0,0,201100
-121.78,37.66,25,1947,418,900,354,3.8523,1.18079096,0.214689266,2.542372881,0,1,0,0,0,193000
-121.79,37.66,22,14701,2210,6693,2232,5.98,0.990143369,0.15032991,2.998655914,0,1,0,0,0,245000
-119.78,38.69,17,1364,282,338,152,2.45,1.855263158,0.206744868,2.223684211,0,1,0,0,0,117600
-119.93,38.72,15,2061,465,573,196,2.2417,2.37244898,0.225618632,2.923469388,0,1,0,0,0,97900
-120,38.52,16,3045,543,202,102,3.15,5.323529412,0.178325123,1.980392157,0,1,0,0,0,140600
-120.56,38.48,14,3545,702,946,411,3.4609,1.708029197,0.198025388,2.301703163,0,1,0,0,0,120900
-120.59,38.45,13,2944,558,1091,466,3,1.197424893,0.189538043,2.341201717,0,1,0,0,0,119000
-120.55,38.46,16,1443,249,435,181,3.2031,1.375690608,0.172557173,2.403314917,0,1,0,0,0,129200
-120.55,38.45,17,2277,474,767,356,2.5208,1.331460674,0.208168643,2.154494382,0,1,0,0,0,99100
-120.55,38.43,18,1564,357,618,277,2.3549,1.288808664,0.22826087,2.231046931,0,1,0,0,0,108900
-120.25,38.55,15,4403,891,1103,433,3.0125,2.057736721,0.202362026,2.547344111,0,1,0,0,0,111700
-120.79,38.54,34,1133,254,495,187,2.05,1.35828877,0.224183583,2.647058824,0,1,0,0,0,68900
-120.8,38.51,23,1001,195,369,157,3.125,1.242038217,0.194805195,2.350318471,0,1,0,0,0,96400
-120.65,38.5,10,1783,337,638,262,2.65,1.286259542,0.189007291,2.435114504,0,1,0,0,0,116700
-120.76,38.47,17,1521,309,607,240,3.5,1.2875,0.203155819,2.529166667,0,1,0,0,0,123800
-120.88,38.45,25,1374,297,657,288,2.5476,1.03125,0.216157205,2.28125,0,1,0,0,0,97900
-120.79,38.43,40,1391,246,546,214,3.9107,1.14953271,0.176851186,2.551401869,0,1,0,0,0,129800
-120.69,38.44,13,1473,265,597,228,4.2917,1.162280702,0.179904956,2.618421053,0,1,0,0,0,121300
-120.93,38.5,15,1248,234,529,216,3.3393,1.083333333,0.1875,2.449074074,0,1,0,0,0,107200
-120.97,38.42,16,1748,322,4930,287,4.3029,1.12195122,0.184210526,17.17770035,0,1,0,0,0,121900
-120.87,38.37,28,3998,765,1614,698,2.8125,1.095988539,0.191345673,2.312320917,0,1,0,0,0,113400
-120.98,38.34,27,3471,653,1793,600,3.5508,1.088333333,0.188130222,2.988333333,0,1,0,0,0,99100
-120.88,38.32,18,2791,492,1187,438,3.2589,1.123287671,0.176280903,2.710045662,0,1,0,0,0,103000
-120.93,38.26,13,2084,449,834,305,3.2937,1.472131148,0.215451056,2.73442623,0,1,0,0,0,114200
-120.72,38.42,17,5654,1085,2237,953,3.0465,1.138509969,0.19189954,2.347324239,0,1,0,0,0,144100
-120.77,38.38,15,4221,816,1737,743,2.3125,1.098250336,0.193319119,2.33781965,0,1,0,0,0,128600
-120.72,38.38,9,1787,347,806,306,2.525,1.133986928,0.19418019,2.633986928,0,1,0,0,0,157200
-120.66,38.4,18,2144,420,985,381,3.175,1.102362205,0.195895522,2.585301837,0,1,0,0,0,118500
-120.65,38.42,23,1538,305,730,267,2.6078,1.142322097,0.198309493,2.734082397,0,1,0,0,0,116700
-120.62,38.39,15,3750,691,1444,603,2.7399,1.145936982,0.184266667,2.394693201,0,1,0,0,0,134800
-120.69,38.36,19,3267,614,1252,566,2.7236,1.084805654,0.187940006,2.212014134,0,1,0,0,0,109900
-120.71,38.34,16,1257,231,559,213,4.4531,1.084507042,0.183770883,2.624413146,0,1,0,0,0,144300
-120.8,38.31,37,1341,256,533,242,3.2135,1.05785124,0.190902312,2.202479339,0,1,0,0,0,123600
-121.83,39.76,12,9831,1921,4644,1775,3.1142,1.082253521,0.195402299,2.616338028,0,1,0,0,0,112600
-121.82,39.76,23,6010,1116,2710,1149,3.0068,0.971279373,0.185690516,2.358572672,0,1,0,0,0,107300
-121.86,39.78,12,7653,1578,3628,1494,3.0905,1.0562249,0.20619365,2.428380187,0,1,0,0,0,117800
-121.85,39.77,17,5273,1177,2446,1199,1.9362,0.981651376,0.223212592,2.040033361,0,1,0,0,0,89900
-121.84,39.76,14,2351,620,1215,548,2.3155,1.131386861,0.263717567,2.217153285,0,1,0,0,0,102300
-121.86,39.76,19,7254,1785,4030,1667,2.0094,1.070785843,0.246071133,2.417516497,0,1,0,0,0,87300
-121.89,39.76,15,10265,1860,4591,1906,3.07,0.975865687,0.181198246,2.408709339,0,1,0,0,0,142600
-121.88,39.74,12,14631,3298,7517,3262,1.6785,1.011036174,0.225411797,2.30441447,0,1,0,0,0,153100
-121.87,39.75,22,1707,296,822,297,3.6625,0.996632997,0.173403632,2.767676768,0,1,0,0,0,126600
-121.86,39.75,18,1651,309,856,293,3.5046,1.054607509,0.187159297,2.921501706,0,1,0,0,0,118300
-121.87,39.74,7,1737,290,747,265,3.9,1.094339623,0.166954519,2.818867925,0,1,0,0,0,147000
-121.85,39.75,39,568,127,267,129,1.8095,0.984496124,0.223591549,2.069767442,0,1,0,0,0,78100
-121.85,39.74,39,1139,265,623,264,2.2833,1.003787879,0.232660228,2.359848485,0,1,0,0,0,85800
-121.85,39.74,41,2901,689,1426,632,1.5633,1.090189873,0.237504309,2.256329114,0,1,0,0,0,84500
-121.85,39.73,52,444,80,1107,98,3.4191,0.816326531,0.18018018,11.29591837,0,1,0,0,0,137500
-121.85,39.73,17,3425,827,2469,758,0.9393,1.091029024,0.241459854,3.257255937,0,1,0,0,0,88900
-121.86,39.74,13,3494,843,1571,784,1.1019,1.075255102,0.24127075,2.003826531,0,1,0,0,0,120200
-121.84,39.75,29,4362,1053,2053,1000,1.7284,1.053,0.241403026,2.053,0,1,0,0,0,74500
-121.84,39.74,43,2976,599,1181,560,2.2621,1.069642857,0.201276882,2.108928571,0,1,0,0,0,85100
-121.83,39.74,34,3263,604,1290,594,2.575,1.016835017,0.185105731,2.171717172,0,1,0,0,0,130300
-121.8,39.75,28,2551,378,1011,374,4.3309,1.010695187,0.148177185,2.703208556,0,1,0,0,0,125200
-121.82,39.75,29,7744,1375,3316,1365,3.0253,1.007326007,0.177556818,2.429304029,0,1,0,0,0,111400
-121.82,39.75,37,2236,372,974,379,3.2016,0.981530343,0.166368515,2.569920844,0,1,0,0,0,97000
-121.8,39.75,11,7212,1355,3264,1264,3.1125,1.071993671,0.187881309,2.582278481,0,1,0,0,0,122600
-121.79,39.73,8,5690,1189,2887,1077,3.0625,1.103992572,0.208963093,2.680594243,0,1,0,0,0,116300
-121.78,39.71,8,140,28,84,29,2.125,0.965517241,0.2,2.896551724,0,1,0,0,0,179200
-121.82,39.73,44,2923,659,1371,626,2.2925,1.052715655,0.225453301,2.190095847,0,1,0,0,0,85800
-121.84,39.73,52,677,152,379,154,1.6797,0.987012987,0.224519941,2.461038961,0,1,0,0,0,94800
-121.84,39.73,52,502,100,311,100,1.5481,1,0.199203187,3.11,0,1,0,0,0,200000
-121.84,39.73,52,857,232,520,198,0.987,1.171717172,0.270711785,2.626262626,0,1,0,0,0,112500
-121.84,39.72,52,1457,389,802,342,0.9566,1.137426901,0.26698696,2.34502924,0,1,0,0,0,69000
-121.84,39.73,52,957,263,513,223,1.3672,1.179372197,0.274817137,2.30044843,0,1,0,0,0,55000
-121.83,39.73,52,1741,401,753,377,2.0064,1.063660477,0.230327398,1.99734748,0,1,0,0,0,77900
-121.85,39.72,18,7272,1559,5022,1524,1.6911,1.022965879,0.214383938,3.295275591,0,1,0,0,0,98800
-121.83,39.72,52,1890,420,974,383,1.6827,1.096605744,0.222222222,2.54308094,0,1,0,0,0,78700
-121.81,39.7,21,5051,1054,2948,980,1.5863,1.075510204,0.20867155,3.008163265,0,1,0,0,0,81300
-121.82,39.73,33,2242,517,1160,449,1.7426,1.151447661,0.230597681,2.583518931,0,1,0,0,0,60300
-121.82,39.72,42,2978,694,1879,679,1.5064,1.022091311,0.23304231,2.76730486,0,1,0,0,0,66300
-121.81,39.71,18,1222,250,708,281,2.0288,0.889679715,0.204582651,2.519572954,0,1,0,0,0,116700
-121.87,39.82,11,5103,825,2456,810,4.5032,1.018518519,0.161669606,3.032098765,0,1,0,0,0,159700
-121.89,39.71,26,2741,451,1217,437,3.7007,1.032036613,0.16453849,2.784897025,0,1,0,0,0,139200
-121.97,39.79,16,1453,299,904,286,3.5735,1.045454545,0.205781142,3.160839161,0,1,0,0,0,89600
-121.84,39.68,38,549,105,275,94,3.5375,1.117021277,0.191256831,2.925531915,0,1,0,0,0,153100
-121.8,39.64,25,2202,422,1109,403,2.8306,1.047146402,0.19164396,2.751861042,0,1,0,0,0,87500
-121.77,39.66,20,3759,537.8705525,1705,600,4.712,1.097062386,0.21303883,2.841666667,0,1,0,0,0,158600
-121.74,39.59,24,1535,279,726,272,2.3833,1.025735294,0.181758958,2.669117647,0,1,0,0,0,95100
-121.9,39.59,20,1465,278,745,250,3.0625,1.112,0.189761092,2.98,0,1,0,0,0,93800
-121.75,39.88,16,2867,559,1203,449,2.7143,1.244988864,0.194977328,2.679287305,0,1,0,0,0,95300
-121.68,39.82,15,3996,748,1786,728,3.5189,1.027472527,0.187187187,2.453296703,0,1,0,0,0,141300
-121.54,40.06,17,858,262,47,27,2.4028,9.703703704,0.305361305,1.740740741,0,1,0,0,0,67500
-121.51,39.97,22,1468,285,611,235,2.3036,1.212765957,0.194141689,2.6,0,1,0,0,0,73000
-121.59,39.86,14,1527,269,665,261,2.8657,1.030651341,0.17616241,2.54789272,0,1,0,0,0,119600
-121.58,39.83,16,4591,904,1904,812,2.2419,1.113300493,0.196906992,2.344827586,0,1,0,0,0,93200
-121.6,39.8,10,1742,307,721,312,2.4537,0.983974359,0.176234214,2.310897436,0,1,0,0,0,117900
-121.62,39.79,11,3835,727,1456,658,2.5374,1.104863222,0.189569752,2.212765957,0,1,0,0,0,97200
-121.59,39.82,12,1958,369,875,354,2.3507,1.042372881,0.18845761,2.471751412,0,1,0,0,0,97600
-121.6,39.83,12,3744,699,1532,660,2.3079,1.059090909,0.186698718,2.321212121,0,1,0,0,0,95300
-121.63,39.82,11,3974,727,1610,634,2.6147,1.146687697,0.182939104,2.539432177,0,1,0,0,0,107700
-121.6,39.79,18,2672,533,1151,532,2.567,1.001879699,0.199476048,2.163533835,0,1,0,0,0,102900
-121.59,39.79,20,743,171,395,168,1.625,1.017857143,0.230148048,2.351190476,0,1,0,0,0,88300
-121.59,39.78,16,2754,570,1063,543,1.4048,1.049723757,0.206971678,1.957642726,0,1,0,0,0,86500
-121.59,39.78,18,945,205,385,207,2.1838,0.990338164,0.216931217,1.859903382,0,1,0,0,0,58000
-121.6,39.77,26,1503,343,699,296,1.875,1.158783784,0.228210246,2.361486486,0,1,0,0,0,84000
-121.61,39.77,25,1612,313,837,303,2.963,1.0330033,0.194168734,2.762376238,0,1,0,0,0,89500
-121.63,39.78,28,1677,327,770,309,2.6823,1.058252427,0.194991055,2.491909385,0,1,0,0,0,93400
-121.57,39.8,23,790,137,365,152,2.1912,0.901315789,0.173417722,2.401315789,0,1,0,0,0,115200
-121.57,39.78,18,2221,459,952,440,2.0458,1.043181818,0.206663665,2.163636364,0,1,0,0,0,105700
-121.59,39.77,24,1535,276,664,273,2.3068,1.010989011,0.17980456,2.432234432,0,1,0,0,0,97300
-121.58,39.79,19,2636,523,1184,465,2.7863,1.124731183,0.198406677,2.546236559,0,1,0,0,0,108600
-121.57,39.76,20,1384,257,557,232,2.0882,1.107758621,0.185693642,2.400862069,0,1,0,0,0,104900
-121.58,39.76,19,2487,485,1110,453,3.1061,1.070640177,0.195014073,2.450331126,0,1,0,0,0,110200
-121.58,39.76,18,1676,332,733,318,1.7875,1.044025157,0.198090692,2.305031447,0,1,0,0,0,103800
-121.59,39.75,20,908,206,481,211,2.2,0.976303318,0.226872247,2.279620853,0,1,0,0,0,80800
-121.6,39.77,23,2263,497,1138,455,2.3403,1.092307692,0.219619973,2.501098901,0,1,0,0,0,87300
-121.6,39.76,22,2447,556,1157,556,1.8245,1,0.227217,2.080935252,0,1,0,0,0,85500
-121.61,39.76,31,2431,512,1026,427,2.5428,1.199063232,0.210612916,2.402810304,0,1,0,0,0,85000
-121.62,39.77,23,1759,366,788,359,1.8125,1.019498607,0.208072769,2.194986072,0,1,0,0,0,93500
-121.65,39.76,31,1599,318,794,303,3,1.04950495,0.198874296,2.620462046,0,1,0,0,0,96700
-121.63,39.76,22,2598,482,1151,490,2.8182,0.983673469,0.185527329,2.348979592,0,1,0,0,0,109700
-121.62,39.76,14,2063,559,934,529,1.7788,1.056710775,0.270964615,1.765595463,0,1,0,0,0,85800
-121.62,39.75,20,1173,261,523,258,1.0625,1.011627907,0.222506394,2.027131783,0,1,0,0,0,92800
-121.63,39.75,37,1296,296,569,257,1.8616,1.151750973,0.228395062,2.214007782,0,1,0,0,0,70500
-121.64,39.74,20,1808,334,763,335,2.3711,0.997014925,0.184734513,2.27761194,0,1,0,0,0,121800
-121.71,39.71,17,2748,556,1174,514,3.066,1.081712062,0.202328967,2.284046693,0,1,0,0,0,102600
-121.66,39.66,17,3502,655,1763,613,2.9625,1.068515498,0.187035979,2.876019576,0,1,0,0,0,101200
-121.56,39.69,8,2836,522,1163,512,3.13,1.01953125,0.184062059,2.271484375,0,1,0,0,0,168300
-121.57,39.74,17,1619,292,705,285,2.4623,1.024561404,0.180358246,2.473684211,0,1,0,0,0,126100
-121.59,39.74,17,1646,330,750,344,2.3798,0.959302326,0.200486027,2.180232558,0,1,0,0,0,83800
-121.6,39.75,19,2888,591,984,499,1.9766,1.184368737,0.204639889,1.971943888,0,1,0,0,0,92600
-121.6,39.68,15,1677,345,844,330,2.3958,1.045454545,0.205724508,2.557575758,0,1,0,0,0,111200
-121.5,39.83,15,1896,408,893,334,1.6948,1.221556886,0.215189873,2.673652695,0,1,0,0,0,87500
-121.41,39.72,17,1583,331,730,306,2.3895,1.081699346,0.209096652,2.385620915,0,1,0,0,0,87500
-121.39,39.61,22,2828,610,986,391,2.8871,1.560102302,0.215700141,2.52173913,0,1,0,0,0,94700
-121.24,39.65,35,632,148,221,102,2.3684,1.450980392,0.234177215,2.166666667,0,1,0,0,0,62500
-121.19,39.55,17,1483,284,481,211,1.4896,1.345971564,0.191503709,2.279620853,0,1,0,0,0,83300
-121.36,39.52,15,2490,527,1229,497,2.3917,1.060362173,0.211646586,2.472837022,0,1,0,0,0,85700
-121.56,39.52,9,818,197,358,197,1.7708,1,0.240831296,1.817258883,0,1,0,0,0,79500
-121.56,39.52,26,1957,429,945,397,1.7308,1.080604534,0.219213081,2.380352645,0,1,0,0,0,53600
-121.56,39.53,12,1733,421,1861,415,1.5771,1.014457831,0.242931333,4.484337349,0,1,0,0,0,65200
-121.54,39.6,15,886,204,576,205,2.1467,0.995121951,0.230248307,2.809756098,0,1,0,0,0,84100
-121.46,39.54,14,5549,1000,1822,919,2.9562,1.088139282,0.180212651,1.982589771,0,1,0,0,0,142300
-121.49,39.52,25,848,153,436,155,3.9028,0.987096774,0.180424528,2.812903226,0,1,0,0,0,93800
-121.44,39.5,26,1652,325,790,292,3.0446,1.113013699,0.196731235,2.705479452,0,1,0,0,0,90800
-121.47,39.49,17,1554,242,553,230,3.2174,1.052173913,0.155727156,2.404347826,0,1,0,0,0,91800
-121.47,39.51,19,3720,636,1304,607,2.6921,1.047775947,0.170967742,2.148270181,0,1,0,0,0,97500
-121.53,39.53,35,1806,293,683,295,4.5156,0.993220339,0.162236988,2.315254237,0,1,0,0,0,91200
-121.53,39.52,30,1030,161,448,159,2.4821,1.012578616,0.15631068,2.817610063,0,1,0,0,0,73800
-121.53,39.52,24,1028,185,471,186,2.9688,0.994623656,0.179961089,2.532258065,0,1,0,0,0,86400
-121.54,39.51,33,3585,757,1887,765,2.502,0.989542484,0.211157601,2.466666667,0,1,0,0,0,62100
-121.52,39.51,30,3085,610,1688,575,2.334,1.060869565,0.197730956,2.935652174,0,1,0,0,0,72200
-121.55,39.51,39,1551,353,684,310,2.0357,1.138709677,0.2275951,2.206451613,0,1,0,0,0,57600
-121.55,39.51,48,827,198,396,161,0.8024,1.229813665,0.239419589,2.459627329,0,1,0,0,0,58300
-121.55,39.51,50,1050,288,485,260,1.1607,1.107692308,0.274285714,1.865384615,0,1,0,0,0,51700
-121.56,39.51,47,1064,245,603,190,1.3654,1.289473684,0.230263158,3.173684211,0,1,0,0,0,57900
-121.56,39.51,46,1885,385,871,347,1.6352,1.109510086,0.204244032,2.510086455,0,1,0,0,0,53100
-121.57,39.5,31,2023,469,1073,436,1.5714,1.075688073,0.23183391,2.461009174,0,1,0,0,0,56100
-121.58,39.52,25,2409,490,1384,479,1.9956,1.022964509,0.203403902,2.889352818,0,1,0,0,0,58000
-121.58,39.51,24,1865,372,1087,385,1.6389,0.966233766,0.199463807,2.823376623,0,1,0,0,0,56700
-121.58,39.5,29,1947,383,925,337,2.1658,1.136498516,0.196712892,2.744807122,0,1,0,0,0,57600
-121.62,39.5,18,2105,416,974,385,1.6346,1.080519481,0.197624703,2.52987013,0,1,0,0,0,63300
-121.61,39.52,24,1610,324,909,323,1.8661,1.003095975,0.201242236,2.814241486,0,1,0,0,0,59800
-121.65,39.53,23,1387,325,640,289,1.4833,1.124567474,0.234318673,2.214532872,0,1,0,0,0,65200
-121.57,39.48,15,202,54,145,40,0.8252,1.35,0.267326733,3.625,0,1,0,0,0,42500
-121.55,39.5,26,3215,827,2041,737,1.0585,1.122116689,0.257231726,2.769335142,0,1,0,0,0,45100
-121.54,39.5,38,1438,310,779,275,1.3289,1.127272727,0.215577191,2.832727273,0,1,0,0,0,39400
-121.53,39.49,19,1537,329,617,274,1.5313,1.200729927,0.214053351,2.251824818,0,1,0,0,0,50300
-121.54,39.48,29,2896,596,1809,617,1.8047,0.965964344,0.205801105,2.931928687,0,1,0,0,0,53800
-121.54,39.47,14,1724,315,939,302,2.4952,1.043046358,0.182714617,3.109271523,0,1,0,0,0,53900
-121.55,39.48,41,461,107,284,90,2.2045,1.188888889,0.232104121,3.155555556,0,1,0,0,0,41800
-121.49,39.49,20,2505,468,1174,429,2.9965,1.090909091,0.186826347,2.736596737,0,1,0,0,0,88900
-121.52,39.5,33,1462,241,569,231,3.2833,1.043290043,0.164842681,2.463203463,0,1,0,0,0,82600
-121.52,39.49,30,1217,238,677,233,2.6563,1.021459227,0.195562859,2.905579399,0,1,0,0,0,63600
-121.52,39.48,21,2628,494,1364,468,2.0455,1.055555556,0.187975647,2.914529915,0,1,0,0,0,59400
-121.55,39.45,18,2278,523,1185,475,1.3611,1.101052632,0.229587357,2.494736842,0,1,0,0,0,60600
-121.53,39.44,26,1340,255,662,239,2.6071,1.066945607,0.190298507,2.769874477,0,1,0,0,0,57100
-121.55,39.44,31,1434,283,811,289,1.7727,0.979238754,0.19735007,2.806228374,0,1,0,0,0,49000
-121.52,39.43,15,2119,389,1079,374,2.3566,1.040106952,0.183577159,2.885026738,0,1,0,0,0,80400
-121.46,39.4,17,3659,735,1970,667,2.425,1.101949025,0.200874556,2.953523238,0,1,0,0,0,96200
-121.39,39.39,52,189,34,121,37,3.0208,0.918918919,0.17989418,3.27027027,0,1,0,0,0,60000
-121.54,39.33,27,720,150,359,138,2.5313,1.086956522,0.208333333,2.601449275,0,1,0,0,0,61300
-121.59,39.39,22,2515,482,1284,462,2.1776,1.043290043,0.191650099,2.779220779,0,1,0,0,0,73800
-121.67,39.37,27,2599,502,1241,502,1.9943,1,0.193151212,2.472111554,0,1,0,0,0,86300
-121.65,39.35,24,1003,251,1098,227,1.7552,1.105726872,0.250249252,4.837004405,0,1,0,0,0,86400
-121.67,39.34,22,1217,224,537,187,2.6607,1.197860963,0.184059162,2.871657754,0,1,0,0,0,84600
-121.65,39.32,40,812,154,374,142,2.7891,1.084507042,0.189655172,2.633802817,0,1,0,0,0,73500
-121.69,39.36,29,2220,471,1170,428,2.3224,1.10046729,0.212162162,2.73364486,0,1,0,0,0,56200
-121.7,39.37,32,1852,373,911,365,1.7885,1.021917808,0.201403888,2.495890411,0,1,0,0,0,57000
-121.7,39.36,46,1210,243,523,242,1.91,1.004132231,0.200826446,2.161157025,0,1,0,0,0,63900
-121.7,39.36,37,2330,495,1505,470,2.0474,1.053191489,0.212446352,3.20212766,0,1,0,0,0,56000
-121.69,39.36,34,842,186,635,165,1.8355,1.127272727,0.220902613,3.848484848,0,1,0,0,0,63000
-121.74,39.38,27,2596,435,1100,409,2.3243,1.063569682,0.167565485,2.689486553,0,1,0,0,0,85500
-121.8,39.33,30,1019,192,501,185,2.5259,1.037837838,0.18842002,2.708108108,0,1,0,0,0,81300
-121.71,39.42,21,1432,284,862,275,2.2813,1.032727273,0.198324022,3.134545455,0,1,0,0,0,57600
-121.71,39.41,22,1814,342,941,323,2.1728,1.058823529,0.188533627,2.913312693,0,1,0,0,0,59400
-121.75,39.4,29,1687,327,864,334,2.4943,0.979041916,0.19383521,2.586826347,0,1,0,0,0,81900
-121.79,39.48,39,1105,180,408,166,3.3929,1.084337349,0.162895928,2.457831325,0,1,0,0,0,82100
-120.46,38.15,16,4221,781,1516,697,2.3816,1.120516499,0.185027245,2.175035868,0,1,0,0,0,116000
-120.55,38.12,10,1566,325,785,291,2.5,1.116838488,0.207535121,2.697594502,0,1,0,0,0,116100
-120.56,38.09,34,2745,559,1150,491,2.3654,1.138492872,0.203642987,2.342158859,0,1,0,0,0,94900
-120.55,38.07,27,1199,224,463,199,2.9063,1.125628141,0.186822352,2.326633166,0,1,0,0,0,92200
-120.54,38.07,37,736,148,339,140,2.2875,1.057142857,0.201086957,2.421428571,0,1,0,0,0,79900
-120.67,37.97,9,7450,1475,2233,930,2.6528,1.586021505,0.197986577,2.401075269,0,1,0,0,0,133000
-120.46,38.09,16,3758,715,1777,615,3,1.162601626,0.190260777,2.889430894,0,1,0,0,0,122600
-120.79,38.24,19,1003,235,538,190,2.9821,1.236842105,0.234297109,2.831578947,0,1,0,0,0,90400
-120.9,38.2,16,3120,641,1319,526,2.0472,1.218631179,0.205448718,2.507604563,0,1,0,0,0,93200
-120.88,38.16,8,2029,387,1000,364,4.0109,1.063186813,0.190734352,2.747252747,0,1,0,0,0,125900
-120.91,38.11,9,3585,680,1800,598,3.636,1.137123746,0.189679219,3.010033445,0,1,0,0,0,133100
-120.76,38.12,7,7188,1288,3175,1115,3.8488,1.155156951,0.179187535,2.847533632,0,1,0,0,0,130600
-120.65,38.28,21,3095,681,1341,546,2.1382,1.247252747,0.22003231,2.456043956,0,1,0,0,0,104000
-120.72,38.24,32,2685,543,1061,492,2.5473,1.103658537,0.202234637,2.156504065,0,1,0,0,0,101600
-120.67,38.19,17,2967,611,1387,564,2.0417,1.083333333,0.205931918,2.459219858,0,1,0,0,0,92600
-120.57,38.2,13,4110,847,1796,706,2.6417,1.199716714,0.206082725,2.543909348,0,1,0,0,0,122300
-120.43,38.25,13,763,161,311,125,2.4583,1.288,0.211009174,2.488,0,1,0,0,0,112500
-120.56,38.39,20,1326,307,563,237,2.6667,1.29535865,0.231523379,2.375527426,0,1,0,0,0,86600
-120.54,38.41,21,1435,294,668,267,2.5667,1.101123596,0.204878049,2.501872659,0,1,0,0,0,77400
-120.42,38.42,18,2912,663,999,411,2.7344,1.613138686,0.227678571,2.430656934,0,1,0,0,0,91900
-120.41,38.33,17,1463,338,529,226,3.024,1.495575221,0.231032126,2.340707965,0,1,0,0,0,100900
-120.55,38.31,18,1411,312,592,230,1.625,1.356521739,0.221119773,2.573913043,0,1,0,0,0,94700
-120.57,38.35,17,1504,358,661,250,2.2604,1.432,0.238031915,2.644,0,1,0,0,0,84800
-120.36,38.21,10,4300,845,1480,609,2.8208,1.387520525,0.196511628,2.430213465,0,1,0,0,0,139900
-120.34,38.23,10,3757,722,546,223,3.75,3.237668161,0.192174607,2.448430493,0,1,0,0,0,121400
